StudentID,Name,Math,Science,English,History,AttendanceRate,StudyHours,ParticipationScore
1086,Student_86,81,88,94,41,89.04365334890646,4.560396808244894,81.08387035323275
1087,Student_87,43,91,50,93,99.03408317850139,9.164185827969604,49.75701636069348
1088,Student_88,93,71,95,74,80.65201393204781,5.113613429873305,94.65563106963054
1089,Student_89,68,43,98,55,72.91825891764984,2.086701211842387,89.35223457539014
1090,Student_90,57,69,56,80,91.80744779074814,9.24305581135411,96.98799479751544
1091,Student_91,65,76,77,75,70.83329005048297,2.7302934142890685,83.5431705033016
1092,Student_92,83,62,63,72,77.55885682822544,4.554509100723319,76.80491175614739
1093,Student_93,73,78,44,43,63.13825525369064,9.60049573640644,65.09458217743713
1094,Student_94,49,84,91,72,61.0140297366183,9.604857175500449,95.9637090012408
1095,Student_95,75,54,73,53,98.505936587117,6.587503104986289,91.9638333700245
1096,Student_96,53,82,45,60,93.43920482048824,7.054697697358394,42.713120206371364
1097,Student_97,70,68,61,87,87.83896824374793,5.587564175826558,41.58201846983512
1098,Student_98,87,75,50,59,76.3581177765708,4.345686173584516,62.58780201268297
1099,Student_99,54,52,87,95,66.93177280283383,4.629316362959328,88.63319984690997
1100,Student_100,47,71,55,47,66.25748170684344,7.380147648616307,99.23656775889667
